# accelerometer data
# file: 'rgbd_dataset_freiburg2_pioneer_slam3.bag'
# timestamp ax ay az
1311877976.856750 -0.167635 8.896631 -0.011974
1311877976.857730 -0.167635 8.896631 -0.011974
1311877976.861630 1.089628 7.124489 -2.119386
1311877976.862722 1.089628 7.124489 -2.119386
1311877976.866677 1.269237 9.567171 -0.682514
1311877976.869622 0.598697 8.800840 0.371192
1311877976.870773 0.598697 8.800840 0.371192
1311877976.871992 0.598697 8.800840 0.371192
1311877976.872999 0.598697 8.800840 0.371192
1311877976.876641 -0.347244 10.249685 0.419088
1311877976.877612 -0.347244 10.249685 0.419088
1311877976.880902 0.407114 9.662963 -1.161471
1311877976.881971 0.407114 9.662963 -1.161471
1311877976.885490 0.993836 10.620877 -0.826201
1311877976.886616 0.993836 10.620877 -0.826201
1311877976.889743 -0.359218 10.668773 -0.107765
1311877976.890869 -0.359218 10.668773 -0.107765
1311877976.894623 -1.113576 9.471380 -0.443035
1311877976.895489 -1.113576 9.471380 -0.443035
1311877976.896867 -1.113576 9.471380 -0.443035
1311877976.897848 -1.113576 9.471380 -0.443035
1311877976.901392 1.173445 10.237712 -1.927803
1311877976.902505 1.173445 10.237712 -1.927803
1311877976.905760 0.323296 10.046129 -1.832012
1311877976.906748 0.323296 10.046129 -1.832012
1311877976.909775 -0.059870 9.136110 -1.736220
1311877976.910750 -0.059870 9.136110 -1.736220
1311877976.914365 0.502905 8.705048 -1.736220
1311877976.915373 0.502905 8.705048 -1.736220
1311877976.916628 0.502905 8.705048 -1.736220
1311877976.917748 0.502905 8.705048 -1.736220
1311877976.921009 0.802253 9.088214 -2.694135
1311877976.922002 0.802253 9.088214 -2.694135
1311877976.925508 0.227505 8.417674 -2.310969
1311877976.926623 0.227505 8.417674 -2.310969
1311877976.929869 0.993836 9.375588 -1.927803
1311877976.930891 0.993836 9.375588 -1.927803
1311877976.934490 0.802253 8.513465 -1.927803
1311877976.935625 0.802253 8.513465 -1.927803
1311877976.936923 0.802253 8.513465 -1.927803
1311877976.939740 0.598697 9.662963 -1.927803
1311877976.940885 0.598697 9.662963 -1.927803
1311877976.944497 0.993836 8.896631 -1.544637
1311877976.945493 0.993836 8.896631 -1.544637
1311877976.946761 0.993836 8.896631 -1.544637
1311877976.947741 0.993836 8.896631 -1.544637
1311877976.950864 0.838175 9.567171 -1.161471
1311877976.951993 0.838175 9.567171 -1.161471
1311877976.955623 0.371192 9.447432 -0.874097
1311877976.956641 0.371192 9.447432 -0.874097
1311877976.960038 0.754358 9.758754 -1.065680
1311877976.960843 0.754358 9.758754 -1.065680
1311877976.961846 0.754358 9.758754 -1.065680
1311877976.965633 0.598697 9.854546 -1.353054
1311877976.966609 0.598697 9.854546 -1.353054
1311877976.969756 0.598697 9.902441 -1.353054
1311877976.970799 0.598697 9.902441 -1.353054
1311877976.972354 0.598697 9.902441 -1.353054
1311877976.975505 0.598697 9.423484 -1.544637
1311877976.976612 0.598697 9.423484 -1.544637
1311877976.980468 0.706462 9.279797 -1.736220
1311877976.981348 0.706462 9.279797 -1.736220
1311877976.984497 0.706462 9.088214 -1.640429
1311877976.985544 0.706462 9.088214 -1.640429
1311877976.986889 0.706462 9.088214 -1.640429
1311877976.987757 0.706462 9.088214 -1.640429
1311877976.990956 0.502905 8.705048 -1.568585
1311877976.991881 0.502905 8.705048 -1.568585
1311877976.995489 0.706462 9.088214 -1.353054
1311877976.996464 0.706462 9.088214 -1.353054
1311877976.999730 0.407114 8.992423 -1.544637
1311877977.000730 0.407114 8.992423 -1.544637
1311877977.004537 0.407114 9.184006 -1.496741
1311877977.005599 0.407114 9.184006 -1.496741
1311877977.006600 0.407114 9.184006 -1.496741
1311877977.009876 0.598697 9.662963 -0.874097
1311877977.010972 0.598697 9.662963 -0.874097
1311877977.014512 0.023948 9.495328 -0.969888
1311877977.015458 0.023948 9.495328 -0.969888
1311877977.016725 0.023948 9.495328 -0.969888
1311877977.017743 0.023948 9.495328 -0.969888
1311877977.020889 0.323296 9.854546 -0.969888
1311877977.021858 0.323296 9.854546 -0.969888
1311877977.025360 0.502905 9.758754 -0.969888
1311877977.026492 0.502905 9.758754 -0.969888
1311877977.029728 0.371192 9.471380 -0.778306
1311877977.030722 0.371192 9.471380 -0.778306
1311877977.031838 0.371192 9.471380 -0.778306
1311877977.032968 0.371192 9.471380 -0.778306
1311877977.036501 0.598697 9.375588 -1.137524
1311877977.037627 0.598697 9.375588 -1.137524
1311877977.040870 0.598697 8.896631 -1.161471
1311877977.041728 0.598697 8.896631 -1.161471
1311877977.045363 0.598697 8.992423 -1.161471
1311877977.046339 0.598697 8.992423 -1.161471
1311877977.049637 0.598697 9.136110 -1.161471
1311877977.050617 0.598697 9.136110 -1.161471
1311877977.052126 0.598697 9.136110 -1.161471
1311877977.055483 0.407114 9.088214 -1.448846
1311877977.056459 0.407114 9.088214 -1.448846
1311877977.059601 0.407114 9.279797 -1.448846
1311877977.060586 0.407114 9.279797 -1.448846
1311877977.061845 0.407114 9.279797 -1.448846
1311877977.062995 0.407114 9.279797 -1.448846
1311877977.066475 0.455009 9.423484 -1.520689
1311877977.067545 0.455009 9.423484 -1.520689
1311877977.071022 0.407114 9.279797 -1.161471
1311877977.072349 0.407114 9.279797 -1.161471
1311877977.075636 0.598697 9.519276 -1.161471
1311877977.076587 0.598697 9.519276 -1.161471
1311877977.077591 0.598697 9.519276 -1.161471
1311877977.080719 0.407114 9.375588 -1.257263
1311877977.081879 0.407114 9.375588 -1.257263
1311877977.085499 0.395140 9.459406 -0.969888
1311877977.086478 0.395140 9.459406 -0.969888
1311877977.089749 0.706462 9.471380 -1.065680
1311877977.090719 0.706462 9.471380 -1.065680
1311877977.094375 0.502905 9.184006 -1.173445
1311877977.095488 0.502905 9.184006 -1.173445
1311877977.096495 0.502905 9.184006 -1.173445
1311877977.099777 0.598697 9.279797 -1.161471
1311877977.100756 0.598697 9.279797 -1.161471
1311877977.104478 0.598697 9.279797 -1.257263
1311877977.105481 0.598697 9.279797 -1.257263
1311877977.106723 0.598697 9.279797 -1.257263
1311877977.107714 0.598697 9.279797 -1.257263
1311877977.110877 0.323296 9.184006 -1.544637
1311877977.111872 0.323296 9.184006 -1.544637
1311877977.115488 0.598697 9.375588 -1.544637
1311877977.116498 0.598697 9.375588 -1.544637
1311877977.119731 0.419088 9.279797 -1.640429
1311877977.120997 0.419088 9.279797 -1.640429
1311877977.124377 0.407114 9.184006 -1.592533
1311877977.125362 0.407114 9.184006 -1.592533
1311877977.126597 0.407114 9.184006 -1.592533
1311877977.127588 0.407114 9.184006 -1.592533
1311877977.130857 0.502905 9.519276 -1.592533
1311877977.131869 0.502905 9.519276 -1.592533
1311877977.135485 0.407114 9.184006 -1.544637
1311877977.136514 0.407114 9.184006 -1.544637
1311877977.139740 0.502905 9.495328 -1.496741
1311877977.140755 0.502905 9.495328 -1.496741
1311877977.141975 0.502905 9.495328 -1.496741
1311877977.142963 0.502905 9.495328 -1.496741
1311877977.146594 0.598697 9.184006 -1.161471
1311877977.147580 0.598697 9.184006 -1.161471
1311877977.150862 0.598697 9.279797 -1.173445
1311877977.151866 0.598697 9.279797 -1.173445
1311877977.155480 0.778306 9.375588 -1.185419
1311877977.156458 0.778306 9.375588 -1.185419
1311877977.159776 0.706462 9.184006 -1.257263
1311877977.160744 0.706462 9.184006 -1.257263
1311877977.161731 0.706462 9.184006 -1.257263
1311877977.165532 0.706462 9.184006 -1.353054
1311877977.166479 0.706462 9.184006 -1.353054
1311877977.169609 0.802253 9.459406 -1.353054
1311877977.170627 0.802253 9.459406 -1.353054
1311877977.172019 0.802253 9.459406 -1.353054
1311877977.173139 0.802253 9.459406 -1.353054
1311877977.176509 0.419088 9.184006 -1.496741
1311877977.177514 0.419088 9.184006 -1.496741
1311877977.180750 0.598697 9.471380 -1.640429
1311877977.181723 0.598697 9.471380 -1.640429
1311877977.185363 0.407114 9.471380 -1.736220
1311877977.186480 0.407114 9.471380 -1.736220
1311877977.189619 0.323296 9.471380 -1.832012
1311877977.190603 0.323296 9.471380 -1.832012
1311877977.191872 0.323296 9.471380 -1.832012
1311877977.192982 0.323296 9.471380 -1.832012
1311877977.196627 0.419088 9.567171 -1.592533
1311877977.197465 0.419088 9.567171 -1.592533
1311877977.200718 0.395140 9.279797 -1.640429
1311877977.201717 0.395140 9.279797 -1.640429
1311877977.205371 0.407114 9.279797 -1.544637
1311877977.206523 0.407114 9.279797 -1.544637
1311877977.207708 0.407114 9.279797 -1.544637
1311877977.210722 0.502905 9.279797 -1.544637
1311877977.211747 0.502905 9.279797 -1.544637
1311877977.215345 0.407114 9.088214 -1.496741
1311877977.216328 0.407114 9.088214 -1.496741
1311877977.217561 0.407114 9.088214 -1.496741
1311877977.220877 0.706462 9.375588 -1.161471
1311877977.221890 0.706462 9.375588 -1.161471
1311877977.225368 0.407114 9.279797 -1.161471
1311877977.226498 0.407114 9.279797 -1.161471
1311877977.229610 0.323296 9.136110 -1.209367
1311877977.230725 0.323296 9.136110 -1.209367
1311877977.231962 0.323296 9.136110 -1.209367
1311877977.232834 0.323296 9.136110 -1.209367
1311877977.236470 0.598697 9.471380 -1.161471
1311877977.237466 0.598697 9.471380 -1.161471
1311877977.240741 0.323296 9.375588 -1.161471
1311877977.241730 0.323296 9.375588 -1.161471
1311877977.244993 0.323296 9.471380 -1.161471
1311877977.246002 0.323296 9.471380 -1.161471
1311877977.249489 0.598697 9.519276 -1.161471
1311877977.250588 0.598697 9.519276 -1.161471
1311877977.251711 0.598697 9.519276 -1.161471
1311877977.252760 0.598697 9.519276 -1.161471
1311877977.256014 0.395140 9.279797 -1.353054
1311877977.256984 0.395140 9.279797 -1.353054
1311877977.260470 0.502905 9.471380 -1.353054
1311877977.261462 0.502905 9.471380 -1.353054
1311877977.264740 0.598697 9.184006 -1.496741
1311877977.265735 0.598697 9.184006 -1.496741
1311877977.269350 0.323296 9.184006 -1.353054
1311877977.270487 0.323296 9.184006 -1.353054
1311877977.271603 0.323296 9.184006 -1.353054
1311877977.274923 0.598697 9.423484 -1.185419
1311877977.276011 0.598697 9.423484 -1.185419
1311877977.276853 0.598697 9.423484 -1.185419
1311877977.280478 0.598697 9.088214 -1.257263
1311877977.281529 0.598697 9.088214 -1.257263
1311877977.284773 0.431062 9.184006 -1.257263
1311877977.285728 0.431062 9.184006 -1.257263
1311877977.287373 0.431062 9.184006 -1.257263
1311877977.290488 0.598697 9.471380 -1.161471
1311877977.291474 0.598697 9.471380 -1.161471
1311877977.294726 0.455009 9.112162 -1.065680
1311877977.295710 0.455009 9.112162 -1.065680
1311877977.299343 0.407114 9.471380 -1.161471
1311877977.300478 0.407114 9.471380 -1.161471
1311877977.301599 0.407114 9.471380 -1.161471
1311877977.302727 0.407114 9.471380 -1.161471
1311877977.305747 0.502905 9.279797 -1.257263
1311877977.306894 0.502905 9.279797 -1.257263
1311877977.310514 0.598697 9.279797 -1.257263
1311877977.311507 0.598697 9.279797 -1.257263
1311877977.314584 0.598697 9.471380 -1.353054
1311877977.315729 0.598697 9.471380 -1.353054
1311877977.317000 0.598697 9.471380 -1.353054
1311877977.317873 0.598697 9.471380 -1.353054
1311877977.321480 0.407114 9.136110 -1.544637
1311877977.322596 0.407114 9.136110 -1.544637
1311877977.325734 0.598697 9.279797 -1.544637
1311877977.326851 0.598697 9.279797 -1.544637
1311877977.330352 0.802253 9.447432 -1.544637
1311877977.331467 0.802253 9.447432 -1.544637
1311877977.334731 0.598697 9.100188 -1.544637
1311877977.335728 0.598697 9.100188 -1.544637
1311877977.336989 0.598697 9.100188 -1.544637
1311877977.340506 0.706462 9.471380 -1.544637
1311877977.341471 0.706462 9.471380 -1.544637
1311877977.342612 0.706462 9.471380 -1.544637
1311877977.345861 0.431062 9.375588 -1.353054
1311877977.346853 0.431062 9.375588 -1.353054
1311877977.350536 0.323296 9.279797 -1.353054
1311877977.351496 0.323296 9.279797 -1.353054
1311877977.354749 0.419088 9.423484 -1.353054
1311877977.355602 0.419088 9.423484 -1.353054
1311877977.356984 0.419088 9.423484 -1.353054
1311877977.357857 0.419088 9.423484 -1.353054
1311877977.361488 0.227505 9.184006 -1.161471
1311877977.362588 0.227505 9.184006 -1.161471
1311877977.365725 0.371192 9.279797 -0.969888
1311877977.366884 0.371192 9.279797 -0.969888
1311877977.370527 0.407114 9.279797 -1.065680
1311877977.371492 0.407114 9.279797 -1.065680
1311877977.372499 0.407114 9.279797 -1.065680
1311877977.375865 0.227505 9.279797 -0.826201
1311877977.376880 0.227505 9.279797 -0.826201
1311877977.380343 0.371192 9.471380 -0.802253
1311877977.381367 0.371192 9.471380 -0.802253
1311877977.384737 0.323296 9.375588 -1.161471
1311877977.385725 0.323296 9.375588 -1.161471
1311877977.386983 0.323296 9.375588 -1.161471
1311877977.387953 0.323296 9.375588 -1.161471
1311877977.391608 0.227505 9.471380 -1.353054
1311877977.392578 0.227505 9.471380 -1.353054
1311877977.395850 0.502905 9.519276 -1.161471
1311877977.396828 0.502905 9.519276 -1.161471
1311877977.400652 0.323296 9.471380 -1.496741
1311877977.401736 0.323296 9.471380 -1.496741
1311877977.402743 0.323296 9.471380 -1.496741
1311877977.405868 0.502905 9.279797 -1.903855
1311877977.407013 0.502905 9.279797 -1.903855
1311877977.410477 0.802253 9.471380 -1.951751
1311877977.411485 0.802253 9.471380 -1.951751
1311877977.414735 0.455009 9.279797 -2.023594
1311877977.415730 0.455009 9.279797 -2.023594
1311877977.419407 0.802253 9.375588 -1.832012
1311877977.420475 0.802253 9.375588 -1.832012
1311877977.421477 0.802253 9.375588 -1.832012
1311877977.424746 0.802253 9.459406 -1.736220
1311877977.425735 0.802253 9.459406 -1.736220
1311877977.429463 0.598697 9.088214 -1.927803
1311877977.430470 0.598697 9.088214 -1.927803
1311877977.431712 0.598697 9.088214 -1.927803
1311877977.432604 0.598697 9.088214 -1.927803
1311877977.436363 0.802253 7.986612 -0.969888
1311877977.438021 0.802253 7.986612 -0.969888
1311877977.440629 0.407114 10.046129 -0.011974
1311877977.441595 0.407114 10.046129 -0.011974
1311877977.444864 -0.694488 9.279797 -0.969888
1311877977.445843 -0.694488 9.279797 -0.969888
1311877977.449625 0.886071 9.471380 -1.927803
1311877977.450635 0.886071 9.471380 -1.927803
1311877977.451866 0.886071 9.471380 -1.927803
1311877977.452885 0.886071 9.471380 -1.927803
1311877977.456594 0.407114 9.854546 -1.353054
1311877977.457594 0.407114 9.854546 -1.353054
1311877977.461359 -0.059870 10.333503 -0.203557
1311877977.464608 0.407114 10.237712 -0.766332
1311877977.465620 0.407114 10.237712 -0.766332
1311877977.466858 0.407114 10.237712 -0.766332
1311877977.468000 0.407114 10.237712 -0.766332
1311877977.472062 0.993836 8.896631 -3.412571
1311877977.475608 0.886071 9.567171 -2.598343
1311877977.476595 0.886071 9.567171 -2.598343
1311877977.479967 0.886071 9.088214 -1.137524
1311877977.481012 0.886071 9.088214 -1.137524
1311877977.484606 0.802253 9.088214 -0.826201
1311877977.485726 0.802253 9.088214 -0.826201
1311877977.486867 0.802253 9.088214 -0.826201
1311877977.487834 0.802253 9.088214 -0.826201
1311877977.491896 1.580559 8.345830 -3.173092
1311877977.492848 1.580559 8.345830 -3.173092
1311877977.496615 1.472794 9.279797 -2.406760
1311877977.497715 1.472794 9.279797 -2.406760
1311877977.501487 0.838175 8.896631 -0.874097
1311877977.502471 0.838175 8.896631 -0.874097
1311877977.505645 -0.167635 9.088214 -0.874097
1311877977.507325 -0.167635 9.088214 -0.874097
1311877977.510368 0.598697 8.513465 -2.263073
1311877977.511482 0.598697 8.513465 -2.263073
1311877977.512606 0.598697 8.513465 -2.263073
1311877977.515868 0.993836 9.950337 -1.736220
1311877977.516960 0.993836 9.950337 -1.736220
1311877977.520796 -0.263426 9.854546 -0.395140
1311877977.521721 -0.263426 9.854546 -0.395140
1311877977.525369 -0.347244 9.567171 -0.203557
1311877977.526333 -0.347244 9.567171 -0.203557
1311877977.527467 -0.347244 9.567171 -0.203557
1311877977.530962 0.706462 9.279797 -1.353054
1311877977.531980 0.706462 9.279797 -1.353054
1311877977.535609 0.119739 9.662963 -1.161471
1311877977.536595 0.119739 9.662963 -1.161471
1311877977.539993 -0.167635 9.662963 -0.107765
1311877977.541301 -0.167635 9.662963 -0.107765
1311877977.544477 -0.167635 9.279797 -0.011974
1311877977.545519 -0.167635 9.279797 -0.011974
1311877977.546731 -0.167635 9.279797 -0.011974
1311877977.547697 -0.167635 9.279797 -0.011974
1311877977.551376 0.502905 8.752944 -1.448846
1311877977.552474 0.502905 8.752944 -1.448846
1311877977.555715 0.754358 9.567171 -0.969888
1311877977.556821 0.754358 9.567171 -0.969888
1311877977.560468 0.023948 9.471380 -0.299348
1311877977.561456 0.023948 9.471380 -0.299348
1311877977.564877 -0.311322 9.040318 -0.682514
1311877977.565709 -0.311322 9.040318 -0.682514
1311877977.569519 0.802253 9.100188 -1.353054
1311877977.570506 0.802253 9.100188 -1.353054
1311877977.571845 0.802253 9.100188 -1.353054
1311877977.572739 0.802253 9.100188 -1.353054
1311877977.576012 0.119739 9.471380 -1.161471
1311877977.576837 0.119739 9.471380 -1.161471
1311877977.580621 0.023948 9.758754 -0.395140
1311877977.581659 0.023948 9.758754 -0.395140
1311877977.584746 0.035922 9.375588 -0.826201
1311877977.585857 0.035922 9.375588 -0.826201
1311877977.589460 0.455009 9.088214 -1.544637
1311877977.590578 0.455009 9.088214 -1.544637
1311877977.591737 0.455009 9.088214 -1.544637
1311877977.592857 0.455009 9.088214 -1.544637
1311877977.595966 0.502905 9.854546 -1.137524
1311877977.596957 0.502905 9.854546 -1.137524
1311877977.600618 -0.167635 9.483354 -0.682514
1311877977.601605 -0.167635 9.483354 -0.682514
1311877977.604855 0.227505 9.040318 -1.065680
1311877977.605835 0.227505 9.040318 -1.065680
1311877977.609533 0.993836 9.423484 -1.496741
1311877977.610494 0.993836 9.423484 -1.496741
1311877977.611718 0.993836 9.423484 -1.496741
1311877977.612735 0.993836 9.423484 -1.496741
1311877977.615874 0.323296 9.471380 -0.969888
1311877977.616960 0.323296 9.471380 -0.969888
1311877977.620478 0.407114 9.495328 -0.682514
1311877977.621631 0.407114 9.495328 -0.682514
1311877977.624753 0.802253 9.088214 -1.209367
1311877977.625869 0.802253 9.088214 -1.209367
1311877977.629469 0.838175 9.088214 -1.640429
1311877977.630579 0.838175 9.088214 -1.640429
1311877977.631855 0.838175 9.088214 -1.640429
1311877977.632708 0.838175 9.088214 -1.640429
1311877977.636002 0.778306 9.758754 -0.969888
1311877977.637425 0.778306 9.758754 -0.969888
1311877977.640638 0.419088 9.088214 -1.161471
1311877977.641742 0.419088 9.088214 -1.161471
1311877977.644747 0.886071 8.992423 -1.544637
1311877977.645881 0.886071 8.992423 -1.544637
1311877977.649342 1.185419 9.567171 -1.556611
1311877977.650520 1.185419 9.567171 -1.556611
1311877977.651752 1.185419 9.567171 -1.556611
1311877977.652712 1.185419 9.567171 -1.556611
1311877977.655867 0.407114 9.471380 -1.544637
